pro_id	gene_id	pro_name	gene_name
Q96L94-2	ENSG_SNX22	SNX22	SNX22
Q96L96	ENSG00000136383	ALPK3	ALPK3
Q96LA5	ENSG00000132704	FCRL2	FCRL2
Q96LA5-2	ENSG_FCRL2	FCRL2	FCRL2
Q96LA5-3	ENSG_FCRL2	FCRL2	FCRL2
Q96LA5-4	ENSG_FCRL2	FCRL2	FCRL2
Q96LA5-5	ENSG_FCRL2	FCRL2	FCRL2
Q96LA6	ENSG00000163534	FCRL1	FCRL1
Q96LA6-2	ENSG_FCRL1	FCRL1	FCRL1
Q96LA6-3	ENSG_FCRL1	FCRL1	FCRL1
Q96LA6-4	ENSG_FCRL1	FCRL1	FCRL1
Q96LA8	ENSG00000198890	ANM6	PRMT6
Q96LA8-2	ENSG_PRMT6	ANM6	PRMT6
Q96LA9	ENSG00000179817	MRGX4	MRGPRX4
Q96LB0	ENSG00000179826	MRGX3	MRGPRX3
Q96LB1	ENSG00000183695	MRGX2	MRGPRX2
Q96LB2	ENSG00000170255	MRGX1	MRGPRX1
Q96LB3	ENSG00000096872	IFT74	IFT74
Q96LB3-2	ENSG_IFT74	IFT74	IFT74
Q96LB4	ENSG00000263014	VATG3	ATP6V1G3
Q96LB4	ENSG00000151418	VATG3	ATP6V1G3
Q96LB4-3	ENSG_ATP6V1G3	VATG3	ATP6V1G3
Q96LB4-4	ENSG_ATP6V1G3	VATG3	ATP6V1G3
Q96LB8	ENSG00000163218	PGRP4	PGLYRP4
Q96LB8-2	ENSG_PGLYRP4	PGRP4	PGLYRP4
Q96LB9	ENSG00000159527	PGRP3	PGLYRP3
Q96LC7	ENSG00000142512	SIG10	SIGLEC10
Q96LC7-2	ENSG_SIGLEC10	SIG10	SIGLEC10
Q96LC7-3	ENSG_SIGLEC10	SIG10	SIGLEC10
Q96LC7-4	ENSG_SIGLEC10	SIG10	SIGLEC10
Q96LC7-5	ENSG_SIGLEC10	SIG10	SIGLEC10
Q96LC7-6	ENSG_SIGLEC10	SIG10	SIGLEC10
Q96LC7-7	ENSG_SIGLEC10	SIG10	SIGLEC10
Q96LC7-8	ENSG_SIGLEC10	SIG10	SIGLEC10
Q96LC7-9	ENSG_SIGLEC10	SIG10	SIGLEC10
Q96LC9	ENSG00000104081	BMF	BMF
Q96LC9-2	ENSG_BMF	BMF	BMF
Q96LC9-3	ENSG_BMF	BMF	BMF
Q96LD1	ENSG00000185053	SGCZ	SGCZ
Q96LD1-2	ENSG_SGCZ	SGCZ	SGCZ
Q96LD4	ENSG00000132481	TRI47	TRIM47
Q96LD4-2	ENSG_TRIM47	TRI47	TRIM47
Q96LD8	ENSG00000166192	SENP8	SENP8
Q96LI5	ENSG00000138767	CNO6L	CNOT6L
Q96LI5-2	ENSG_CNOT6L	CNO6L	CNOT6L
Q96LI6	ENSG00000169953	HSFY1	HSFY2
Q96LI6	ENSG00000172468	HSFY1	HSFY1
Q96LI6-2	ENSG_HSFY1	HSFY1	HSFY1
Q96LI6-3	ENSG_HSFY1	HSFY1	HSFY1
Q96LI9	ENSG00000165182	CX058	CXorf58
Q96LJ7	ENSG00000284868	DHRS1	DHRS1
Q96LJ7	ENSG00000157379	DHRS1	DHRS1
Q96LJ8	ENSG00000162543	UBX10	UBXN10
Q96LK0	ENSG00000174007	CEP19	CEP19
Q96LK8	ENSG00000184361	SPT32	SPATA32
Q96LL3	ENSG00000167194	FIMP	C16orf92
Q96LL3-2	ENSG_FIMP	FIMP	FIMP
Q96LL4	ENSG00000164743	CH048	C8orf48
Q96LL9	ENSG00000176410	DJC30	DNAJC30
Q96LM1	ENSG_LINC00615	CL037	LINC00615
Q96LM5	ENSG00000164123	CD045	C4orf45
Q96LM6	ENSG00000172073	TEX37	TEX37
Q96LM9	ENSG00000125975	CT173	C20orf173
Q96LM9-2	ENSG_C20orf173	CT173	C20orf173
Q96LP2	ENSG00000153347	FA81B	FAM81B
Q96LP6	ENSG00000179088	CL042	C12orf42
Q96LP6-2	ENSG_C12orf42	CL042	C12orf42
Q96LP6-3	ENSG_C12orf42	CL042	C12orf42
Q96LQ0	ENSG00000165807	PPR36	PPP1R36
Q96LR2	ENSG00000171357	LURA1	LURAP1
Q96LR4	ENSG00000163377	TAFA4	TAFA4
Q96LR5	ENSG00000182247	UB2E2	UBE2E2
Q96LR7	ENSG00000150873	CB050	C2orf50
Q96LR9	ENSG00000178878	APLD1	APOLD1
Q96LR9-2	ENSG_APOLD1	APLD1	APOLD1
Q96LS8	ENSG_C2orf48	CB048	C2orf48
Q96LT4	ENSG00000156671	SAMD8	SAMD8
Q96LT4-2	ENSG_SAMD8	SAMD8	SAMD8
Q96LT6	ENSG00000162757	CA074	C1orf74
Q96LT7	ENSG00000147894	CI072	C9orf72
Q96LT7-2	ENSG_C9orf72	CI072	C9orf72
Q96LT9	ENSG00000185946	RNPC3	RNPC3
Q96LT9-2	ENSG_RNPC3	RNPC3	RNPC3
Q96LU5	ENSG00000148950	IMP1L	IMMP1L
Q96LU7	ENSG00000166268	MRFL	MYRFL
Q96LW1	ENSG00000178338	Z354B	ZNF354B
Q96LW2	ENSG00000167524	KS6R	RSKR
Q96LW2-2	ENSG_RSKR	KS6R	RSKR
Q96LW2-3	ENSG_RSKR	KS6R	RSKR
Q96LW4	ENSG00000164306	PRIPO	PRIMPOL
Q96LW4-2	ENSG_PRIMPOL	PRIPO	PRIMPOL
Q96LW7	ENSG00000165233	CAR19	CARD19
Q96LW7-2	ENSG_CARD19	CAR19	CARD19
Q96LW9	ENSG00000235109	ZSC31	ZSCAN31
Q96LW9-2	ENSG_ZSCAN31	ZSC31	ZSCAN31
Q96LX7	ENSG00000159588	CCD17	CCDC17
Q96LX7-2	ENSG_CCDC17	CCD17	CCDC17
Q96LX7-3	ENSG_CCDC17	CCD17	CCDC17
Q96LX7-5	ENSG_CCDC17	CCD17	CCDC17
Q96LX8	ENSG00000167981	ZN597	ZNF597
Q96LY2	ENSG00000152076	CC74B	CCDC74B
Q96LY2-2	ENSG_CCDC74B	CC74B	CCDC74B
Q96LZ2	ENSG00000177689	MAGBA	MAGEB10
Q96LZ3	ENSG00000188386	CANB2	PPP3R2
Q96LZ7	ENSG00000115841	RMD2	RMDN2
Q96LZ7-2	ENSG_RMDN2	RMD2	RMDN2
Q96LZ7-3	ENSG_RMDN2	RMD2	RMDN2
Q96LZ7-4	ENSG_RMDN2	RMD2	RMDN2
Q96M02	ENSG00000154493	CJ090	C10orf90
Q96M02-2	ENSG_C10orf90	CJ090	C10orf90
Q96M11	ENSG00000198331	HYLS1	HYLS1
Q96M15	ENSG_IGF2BP2	IFAS1	IGF2BP2
Q96M19	ENSG_LINC00477	CL067	LINC00477
Q96M20	ENSG00000149646	CNBD2	CNBD2
Q96M20-2	ENSG_CNBD2	CNBD2	CNBD2
Q96M20-3	ENSG_CNBD2	CNBD2	CNBD2
Q96M27	ENSG00000164244	PRRC1	PRRC1
Q96M27-2	ENSG_PRRC1	PRRC1	PRRC1
Q96M27-3	ENSG_PRRC1	PRRC1	PRRC1
Q96M27-4	ENSG_PRRC1	PRRC1	PRRC1
Q96M27-5	ENSG_PRRC1	PRRC1	PRRC1
Q96M29	ENSG00000153060	TEKT5	TEKT5
Q96M32	ENSG00000140057	KAD7	AK7
Q96M34	ENSG00000163424	TEX55	TEX55
Q96M42	ENSG_LINC00479	CU129	LINC00479
Q96M43	ENSG00000196427	NBPF4	NBPF4
Q96M53	ENSG00000166220	TBATA	TBATA
Q96M53-2	ENSG_TBATA	TBATA	TBATA
Q96M60	ENSG00000166262	F227B	FAM227B
Q96M60-2	ENSG_FAM227B	F227B	FAM227B
Q96M61	ENSG00000176774	MAGBI	MAGEB18
Q96M63	ENSG00000105479	ODAD1	ODAD1
Q96M63-4	ENSG_ODAD1	ODAD1	ODAD1
Q96M63-5	ENSG_ODAD1	ODAD1	ODAD1
Q96M66	ENSG_YP010	YP010	YP010
Q96M69	ENSG00000155530	LRGUK	LRGUK
Q96M78	ENSG_FER1L6	FEAS2	FER1L6
Q96M83	ENSG00000216937	CCDC7	CCDC7
Q96M83-2	ENSG_CCDC7	CCDC7	CCDC7
Q96M83-3	ENSG_CCDC7	CCDC7	CCDC7
Q96M83-4	ENSG_CCDC7	CCDC7	CCDC7
Q96M83-5	ENSG_CCDC7	CCDC7	CCDC7
Q96M85	ENSG_YV008	YV008	YV008
Q96M86	ENSG00000179532	DNHD1	DNHD1
Q96M86-4	ENSG_DNHD1	DNHD1	DNHD1
Q96M86-5	ENSG_DNHD1	DNHD1	DNHD1
Q96M89	ENSG00000163006	CC138	CCDC138
Q96M89-2	ENSG_CCDC138	CC138	CCDC138
Q96M91	ENSG00000172361	CFA53	CFAP53
Q96M93	ENSG00000164113	ADAD1	ADAD1
Q96M93-2	ENSG_ADAD1	ADAD1	ADAD1
Q96M93-3	ENSG_ADAD1	ADAD1	ADAD1
Q96M94	ENSG00000174010	KLH15	KLHL15
Q96M95	ENSG00000161973	CCD42	CCDC42
Q96M95-2	ENSG_CCDC42	CCD42	CCDC42
Q96M96	ENSG00000139132	FGD4	FGD4
Q96M96-2	ENSG_FGD4	FGD4	FGD4
Q96M96-3	ENSG_FGD4	FGD4	FGD4
Q96M98	ENSG00000112530	PACRG	PACRG
Q96M98-2	ENSG_PACRG	PACRG	PACRG
Q96MA1	ENSG00000143006	DMRTB	DMRTB1
Q96MA6	ENSG00000165695	KAD8	AK8
Q96MA6-2	ENSG_AK8	KAD8	AK8
Q96MB7	ENSG00000180423	HARB1	HARBI1
Q96MC2	ENSG00000157856	DRC1	DRC1
Q96MC4	ENSG00000178404	C295L	CEP295NL
Q96MC5	ENSG00000278823	MERB1	BMERB1
Q96MC5	ENSG00000166780	MERB1	BMERB1
Q96MC5-2	ENSG_BMERB1	MERB1	BMERB1
Q96MC6	ENSG00000156875	MF14A	MFSD14A
Q96MC9	ENSG_IKBKE	CA147	IKBKE
Q96MD2	ENSG00000174206	KICS2	KICS2
Q96MD7	ENSG00000155621	CI085	C9orf85
Q96MD7-1	ENSG_C9orf85	CI085	C9orf85
Q96MD7-2	ENSG_C9orf85	CI085	C9orf85
Q96ME1	ENSG00000155034	FXL18	FBXL18
Q96ME1-1	ENSG_FBXL18	FXL18	FBXL18
Q96ME1-2	ENSG_FBXL18	FXL18	FBXL18
Q96ME1-3	ENSG_FBXL18	FXL18	FBXL18
Q96ME1-5	ENSG_FBXL18	FXL18	FBXL18
Q96ME7	ENSG00000243943	ZN512	ZNF512
Q96ME7-2	ENSG_ZNF512	ZN512	ZNF512
Q96ME7-3	ENSG_ZNF512	ZN512	ZNF512
Q96MF0	ENSG_YO028	YO028	YO028
Q96MF2	ENSG00000185482	STAC3	STAC3
Q96MF2-2	ENSG_STAC3	STAC3	STAC3
Q96MF2-3	ENSG_STAC3	STAC3	STAC3
Q96MF4	ENSG_CCDC140	CC140	CCDC140
Q96MF6	ENSG00000135469	CQ10A	COQ10A
Q96MF6-2	ENSG_COQ10A	CQ10A	COQ10A
Q96MF6-3	ENSG_COQ10A	CQ10A	COQ10A
Q96MF7	ENSG00000156831	NSE2	NSMCE2
Q96MG2	ENSG00000167476	JSPR1	JSRP1
Q96MG7	ENSG00000282130	NSE3	NSMCE3
Q96MG7	ENSG00000185115	NSE3	NSMCE3
Q96MG8	ENSG00000168300	PCMD1	PCMTD1
Q96MG8-2	ENSG_PCMTD1	PCMD1	PCMTD1
Q96MH2	ENSG00000168517	HEXI2	HEXIM2
Q96MH6	ENSG00000167904	TMM68	TMEM68
Q96MH6-2	ENSG_TMEM68	TMM68	TMEM68
Q96MH6-3	ENSG_TMEM68	TMM68	TMEM68
Q96MH7	ENSG00000172244	CE034	C5orf34
Q96MI6	ENSG00000164088	PPM1M	PPM1M
Q96MI6-1	ENSG_PPM1M	PPM1M	PPM1M
Q96MI6-2	ENSG_PPM1M	PPM1M	PPM1M
Q96MI6-3	ENSG_PPM1M	PPM1M	PPM1M
Q96MI6-4	ENSG_PPM1M	PPM1M	PPM1M
Q96MI9	ENSG00000273540	CBPC4	AGBL1
Q96MK2	ENSG00000042062	RIPR3	RIPOR3
Q96MK2-2	ENSG_RIPOR3	RIPR3	RIPOR3
Q96MK3	ENSG00000108950	FA20A	FAM20A
Q96MM3	ENSG00000179059	ZFP42	ZFP42
Q96MM6	ENSG00000132622	HS12B	HSPA12B
Q96MM7	ENSG00000171004	H6ST2	HS6ST2
Q96MM7-2	ENSG_HS6ST2	H6ST2	HS6ST2
Q96MM7-3	ENSG_HS6ST2	H6ST2	HS6ST2
Q96MM7-4	ENSG_HS6ST2	H6ST2	HS6ST2
Q96MN2	ENSG00000160505	NALP4	NLRP4
Q96MN2-2	ENSG_NLRP4	NALP4	NLRP4
Q96MN2-3	ENSG_NLRP4	NALP4	NLRP4
Q96MN5	ENSG00000116205	TEAN2	TCEANC2
Q96MN5-2	ENSG_TCEANC2	TEAN2	TCEANC2
Q96MN9	ENSG00000265763	ZN488	ZNF488
Q96MN9-2	ENSG_ZNF488	ZN488	ZNF488
Q96MP5	ENSG00000132801	ZSWM3	ZSWIM3
Q96MP8	ENSG00000243335	KCTD7	KCTD7
Q96MP8-2	ENSG_KCTD7	KCTD7	KCTD7
Q96MR6	ENSG00000243710	CFA57	CFAP57
Q96MR6-2	ENSG_CFAP57	CFA57	CFAP57
Q96MR7	ENSG_OBSCN	OBAS1	OBSCN
Q96MR7-2	ENSG_OBSCN	OBAS1	OBSCN
Q96MR9	ENSG00000198028	ZN560	ZNF560
Q96MS0	ENSG00000154134	ROBO3	ROBO3
Q96MS0-2	ENSG_ROBO3	ROBO3	ROBO3
Q96MS3	ENSG00000151948	GL1D1	GLT1D1
Q96MS3-2	ENSG_GLT1D1	GL1D1	GLT1D1
Q96MS3-3	ENSG_GLT1D1	GL1D1	GLT1D1
Q96MT0	ENSG_YJ006	YJ006	YJ006
Q96MT1	ENSG00000145860	RN145	RNF145
Q96MT1-2	ENSG_RNF145	RN145	RNF145
Q96MT1-3	ENSG_RNF145	RN145	RNF145
Q96MT1-4	ENSG_RNF145	RN145	RNF145
Q96MT1-5	ENSG_RNF145	RN145	RNF145
Q96MT3	ENSG00000139174	PRIC1	PRICKLE1
Q96MT4	ENSG_LINC01600	CF195	LINC01600
Q96MT7	ENSG00000206530	CFA44	CFAP44
Q96MT7-1	ENSG_CFAP44	CFA44	CFAP44
Q96MT8	ENSG00000182923	CEP63	CEP63
Q96MT8-2	ENSG_CEP63	CEP63	CEP63
Q96MT8-3	ENSG_CEP63	CEP63	CEP63
Q96MT8-4	ENSG_CEP63	CEP63	CEP63
Q96MU5	ENSG_CD300LD	CQ077	CD300LD
Q96MU6	ENSG00000170100	ZN778	ZNF778
Q96MU6-2	ENSG_ZNF778	ZN778	ZNF778
Q96MU7	ENSG00000275272	YTDC1	YTHDC1
Q96MU7	ENSG00000083896	YTDC1	YTHDC1
Q96MU7-2	ENSG_YTHDC1	YTDC1	YTHDC1
Q96MU8	ENSG00000183762	KREM1	KREMEN1
Q96MU8-2	ENSG_KREMEN1	KREM1	KREMEN1
Q96MU8-3	ENSG_KREMEN1	KREM1	KREMEN1
Q96MV1	ENSG00000152078	TLCD4	TLCD4
Q96MV8	ENSG00000102383	ZDH15	ZDHHC15
Q96MV8-2	ENSG_ZDHHC15	ZDH15	ZDHHC15
Q96MV8-3	ENSG_ZDHHC15	ZDH15	ZDHHC15
Q96MW1	ENSG00000180329	CCD43	CCDC43
Q96MW1-2	ENSG_CCDC43	CCD43	CCDC43
Q96MW5	ENSG00000213380	COG8	COG8
Q96MW7	ENSG00000221944	TIGD1	TIGD1
Q96MX0	ENSG00000140931	CKLF3	CMTM3
Q96MX0-2	ENSG_CMTM3	CKLF3	CMTM3
Q96MX3	ENSG00000180035	ZNF48	ZNF48
Q96MX6	ENSG00000243667	DAA10	DNAAF10
Q96MX6-2	ENSG_DNAAF10	DAA10	DNAAF10
Q96MY1	ENSG00000197183	NOL4L	NOL4L
Q96MY1-2	ENSG_NOL4L	NOL4L	NOL4L
Q96MY7	ENSG00000156050	F161B	FAM161B
Q96MY7-2	ENSG_FAM161B	F161B	FAM161B
Q96MZ0	ENSG00000124194	GD1L1	GDAP1L1
Q96MZ0-2	ENSG_GDAP1L1	GD1L1	GDAP1L1
Q96MZ0-4	ENSG_GDAP1L1	GD1L1	GDAP1L1
Q96MZ4	ENSG_FAM218A	F218A	FAM218A
Q96N03	ENSG00000132821	VTM2L	VSTM2L
Q96N03-2	ENSG_VSTM2L	VTM2L	VSTM2L
Q96N03-3	ENSG_VSTM2L	VTM2L	VSTM2L
Q96N06	ENSG00000167523	SPT33	SPATA33
Q96N06-2	ENSG_SPATA33	SPT33	SPATA33
Q96N11	ENSG00000146576	INT15	INTS15
Q96N11-2	ENSG_INTS15	INT15	INTS15
Q96N16	ENSG00000152969	JKIP1	JAKMIP1
Q96N16-2	ENSG_JAKMIP1	JKIP1	JAKMIP1
Q96N16-3	ENSG_JAKMIP1	JKIP1	JAKMIP1
Q96N16-4	ENSG_JAKMIP1	JKIP1	JAKMIP1
Q96N16-5	ENSG_JAKMIP1	JKIP1	JAKMIP1
Q96N16-6	ENSG_JAKMIP1	JKIP1	JAKMIP1
Q96N16-7	ENSG_JAKMIP1	JKIP1	JAKMIP1
Q96N19	ENSG00000173264	G137A	GPR137
Q96N19-2	ENSG_GPR137	G137A	GPR137
Q96N19-3	ENSG_GPR137	G137A	GPR137
Q96N19-4	ENSG_GPR137	G137A	GPR137
Q96N19-5	ENSG_GPR137	G137A	GPR137
Q96N20	ENSG00000162086	ZN75A	ZNF75A
Q96N21	ENSG00000167302	AP4AT	TEPSIN
Q96N21-2	ENSG_TEPSIN	AP4AT	TEPSIN
Q96N22	ENSG00000196172	ZN681	ZNF681
Q96N22-2	ENSG_ZNF681	ZN681	ZNF681
Q96N23	ENSG00000188596	CFA54	CFAP54
Q96N23-2	ENSG_CFAP54	CFA54	CFAP54
Q96N28	ENSG00000141391	PLD3A	PRELID3A
Q96N28-2	ENSG_PRELID3A	PLD3A	PRELID3A
Q96N35	ENSG_LINC00052	TMM83	LINC00052
Q96N38	ENSG_ZNF714	ZN714	ZNF714
Q96N38-2	ENSG_ZNF714	ZN714	ZNF714
Q96N38-3	ENSG_ZNF714	ZN714	ZNF714
Q96N46	ENSG00000163728	TTC14	TTC14
Q96N46-2	ENSG_TTC14	TTC14	TTC14
Q96N46-3	ENSG_TTC14	TTC14	TTC14
Q96N53	ENSG_PRDM10	CK037	PRDM10
Q96N58	ENSG00000258405	ZN578	ZNF578
Q96N64	ENSG00000170234	PWP2A	PWWP2A
Q96N64-2	ENSG_PWWP2A	PWP2A	PWWP2A
Q96N64-3	ENSG_PWWP2A	PWP2A	PWWP2A
Q96N66	ENSG00000276935	MBOA7	MBOAT7
Q96N66	ENSG00000277923	MBOA7	MBOAT7
Q96N66	ENSG00000274194	MBOA7	MBOAT7
Q96N66	ENSG00000273592	MBOA7	MBOAT7
Q96N66	ENSG00000278322	MBOA7	MBOAT7
Q96N66	ENSG00000278519	MBOA7	MBOAT7
Q96N66	ENSG00000277025	MBOA7	MBOAT7
Q96N66	ENSG00000277733	MBOA7	MBOAT7
Q96N66	ENSG00000275118	MBOA7	MBOAT7
Q96N66	ENSG00000125505	MBOA7	MBOAT7
Q96N66-2	ENSG_MBOAT7	MBOA7	MBOAT7
Q96N66-3	ENSG_MBOAT7	MBOA7	MBOAT7
Q96N67	ENSG00000116641	DOCK7	DOCK7
Q96N67-2	ENSG_DOCK7	DOCK7	DOCK7
Q96N67-3	ENSG_DOCK7	DOCK7	DOCK7
Q96N67-4	ENSG_DOCK7	DOCK7	DOCK7
Q96N67-5	ENSG_DOCK7	DOCK7	DOCK7
Q96N67-6	ENSG_DOCK7	DOCK7	DOCK7
Q96N67-7	ENSG_DOCK7	DOCK7	DOCK7
Q96N68	ENSG_C18orf15	CR015	C18orf15
Q96N76	ENSG00000159650	HUTU	UROC1
Q96N76-2	ENSG_UROC1	HUTU	UROC1
Q96N77	ENSG00000167528	ZN641	ZNF641
Q96N77-2	ENSG_ZNF641	ZN641	ZNF641
Q96N77-3	ENSG_ZNF641	ZN641	ZNF641
Q96N77-4	ENSG_ZNF641	ZN641	ZNF641
Q96N87	ENSG00000164363	S6A18	SLC6A18
Q96N95	ENSG00000186496	ZN396	ZNF396
Q96N95-2	ENSG_ZNF396	ZN396	ZNF396
Q96N95-3	ENSG_ZNF396	ZN396	ZNF396
Q96N96	ENSG00000182957	SPT13	SPATA13
Q96N96-2	ENSG_SPATA13	SPT13	SPATA13
Q96N96-3	ENSG_SPATA13	SPT13	SPATA13
Q96N96-4	ENSG_SPATA13	SPT13	SPATA13
Q96N96-5	ENSG_SPATA13	SPT13	SPATA13
Q96N96-6	ENSG_SPATA13	SPT13	SPATA13
Q96NA2	ENSG00000274145	RILP	RILP
Q96NA2	ENSG00000167705	RILP	RILP
Q96NA2-2	ENSG_RILP	RILP	RILP
Q96NA8	ENSG00000171045	TSNA1	TSNARE1
Q96NA8-2	ENSG_TSNARE1	TSNA1	TSNARE1
Q96NB1	ENSG00000276914	CEP20	CEP20
Q96NB1	ENSG00000133393	CEP20	CEP20
Q96NB1-2	ENSG_CEP20	CEP20	CEP20
Q96NB2	ENSG00000156398	SFXN2	SFXN2
Q96NB3	ENSG00000198783	ZN830	ZNF830
Q96NC0	ENSG00000146007	ZMAT2	ZMAT2
Q96ND0	ENSG00000177150	F210A	FAM210A
Q96ND8	ENSG00000198440	ZN583	ZNF583
Q96NE9	ENSG00000139926	FRMD6	FRMD6
Q96NE9-2	ENSG_FRMD6	FRMD6	FRMD6
Q96NE9-3	ENSG_FRMD6	FRMD6	FRMD6
Q96NG3	ENSG00000204815	ODAD4	ODAD4
Q96NG3-2	ENSG_ODAD4	ODAD4	ODAD4
Q96NG5	ENSG00000167785	ZN558	ZNF558
Q96NG5-2	ENSG_ZNF558	ZN558	ZNF558
Q96NG8	ENSG00000018869	ZN582	ZNF582
Q96NH3	ENSG00000146350	BROMI	TBC1D32
Q96NH3-4	ENSG_TBC1D32	BROMI	TBC1D32
Q96NH3-5	ENSG_TBC1D32	BROMI	TBC1D32
Q96NI6	ENSG00000165379	LRFN5	LRFN5
Q96NI8	ENSG00000171827	ZN570	ZNF570
Q96NI8-2	ENSG_ZNF570	ZN570	ZNF570
Q96NJ1	ENSG_YI001	YI001	YI001
Q96NJ3	ENSG00000267508	ZN285	ZNF285
Q96NJ3-2	ENSG_ZNF285	ZN285	ZNF285
Q96NJ5	ENSG00000186231	KLH32	KLHL32
Q96NJ5-2	ENSG_KLHL32	KLH32	KLHL32
Q96NJ5-3	ENSG_KLHL32	KLH32	KLHL32
Q96NJ6	ENSG00000180787	ZFP3	ZFP3
Q96NK8	ENSG00000164600	NDF6	NEUROD6
Q96NL0	ENSG00000105784	RUN3B	RUNDC3B
Q96NL0-2	ENSG_RUNDC3B	RUN3B	RUNDC3B
Q96NL0-3	ENSG_RUNDC3B	RUN3B	RUNDC3B
Q96NL0-4	ENSG_RUNDC3B	RUN3B	RUNDC3B
Q96NL0-5	ENSG_RUNDC3B	RUN3B	RUNDC3B
Q96NL1	ENSG00000164841	TMM74	TMEM74
Q96NL3	ENSG00000153896	ZN599	ZNF599
Q96NL3-2	ENSG_ZNF599	ZN599	ZNF599
Q96NL6	ENSG00000151466	SCLT1	SCLT1
Q96NL6-2	ENSG_SCLT1	SCLT1	SCLT1
Q96NL6-3	ENSG_SCLT1	SCLT1	SCLT1
Q96NL6-4	ENSG_SCLT1	SCLT1	SCLT1
Q96NL8	ENSG00000156172	CF418	CFAP418
Q96NM4	ENSG00000124191	TOX2	TOX2
Q96NM4-2	ENSG_TOX2	TOX2	TOX2
Q96NM4-3	ENSG_TOX2	TOX2	TOX2
Q96NM4-4	ENSG_TOX2	TOX2	TOX2
Q96NN9	ENSG00000183773	AIFM3	AIFM3
Q96NN9-2	ENSG_AIFM3	AIFM3	AIFM3
Q96NN9-3	ENSG_AIFM3	AIFM3	AIFM3
Q96NR3	ENSG00000165186	PTHD1	PTCHD1
Q96NR3-2	ENSG_PTCHD1	PTHD1	PTCHD1
Q96NR3-3	ENSG_PTCHD1	PTHD1	PTCHD1
Q96NR7	ENSG_WWC2	WWAS2	WWC2
Q96NR8	ENSG00000139988	RDH12	RDH12
Q96NS1	ENSG00000166793	YPEL4	YPEL4
Q96NS5	ENSG00000161664	ASB16	ASB16
Q96NS8	ENSG_CLUHP3	CLUP3	CLUHP3
Q96NT0	ENSG00000136710	CC115	CCDC115
Q96NT0-2	ENSG_CCDC115	CC115	CCDC115
Q96NT1	ENSG00000177432	NP1L5	NAP1L5
Q96NT3	ENSG00000138867	GUCD1	GUCD1
Q96NT3-2	ENSG_GUCD1	GUCD1	GUCD1
Q96NT3-3	ENSG_GUCD1	GUCD1	GUCD1
Q96NT5	ENSG00000076351	PCFT	SLC46A1
Q96NT5-2	ENSG_SLC46A1	PCFT	SLC46A1
Q96NU0	ENSG00000154529	CNT3B	CNTNAP3B
Q96NU0-2	ENSG_CNTNAP3B	CNT3B	CNTNAP3B
Q96NU1	ENSG00000187634	SAM11	SAMD11
Q96NU1-1	ENSG_SAMD11	SAM11	SAMD11
Q96NU1-2	ENSG_SAMD11	SAM11	SAMD11
Q96NU1-4	ENSG_SAMD11	SAM11	SAMD11
Q96NU1-5	ENSG_SAMD11	SAM11	SAMD11
Q96NU1-6	ENSG_SAMD11	SAM11	SAMD11
Q96NU7	ENSG00000139344	HUTI	AMDHD1
Q96NW4	ENSG00000105186	ANR27	ANKRD27
Q96NW7	ENSG_LRRC7	LRRC7	LRRC7
Q96NW7-2	ENSG_LRRC7	LRRC7	LRRC7
Q96NW7-3	ENSG_LRRC7	LRRC7	LRRC7
Q96NX5	ENSG00000008118	KCC1G	CAMK1G
Q96NX5-2	ENSG_CAMK1G	KCC1G	CAMK1G
Q96NX9	ENSG00000126733	DACH2	DACH2
Q96NX9-2	ENSG_DACH2	DACH2	DACH2
Q96NX9-3	ENSG_DACH2	DACH2	DACH2
Q96NX9-4	ENSG_DACH2	DACH2	DACH2
Q96NY7	ENSG00000159212	CLIC6	CLIC6
Q96NY7-2	ENSG_CLIC6	CLIC6	CLIC6
Q96NY8	ENSG00000143217	NECT4	NECTIN4
Q96NY8-2	ENSG_NECTIN4	NECT4	NECTIN4
Q96NY9	ENSG00000172732	MUS81	MUS81
Q96NZ1	ENSG00000139445	FOXN4	FOXN4
Q96NZ1-2	ENSG_FOXN4	FOXN4	FOXN4
Q96NZ1-3	ENSG_FOXN4	FOXN4	FOXN4
Q96NZ8	ENSG00000127578	WFKN1	WFIKKN1
Q96NZ9	ENSG00000165828	PRAP1	PRAP1
Q96NZ9-2	ENSG_PRAP1	PRAP1	PRAP1
Q96NZ9-3	ENSG_PRAP1	PRAP1	PRAP1
Q96NZ9-4	ENSG_PRAP1	PRAP1	PRAP1
Q96P09	ENSG_BIRC8	BIRC8	BIRC8
Q96P11	ENSG00000130305	NSUN5	NSUN5
Q96P11-2	ENSG_NSUN5	NSUN5	NSUN5
Q96P11-3	ENSG_NSUN5	NSUN5	NSUN5
Q96P11-4	ENSG_NSUN5	NSUN5	NSUN5
Q96P11-5	ENSG_NSUN5	NSUN5	NSUN5
Q96P15	ENSG00000206072	SPB11	SERPINB11
Q96P15-2	ENSG_SERPINB11	SPB11	SERPINB11
Q96P15-3	ENSG_SERPINB11	SPB11	SERPINB11
Q96P16	ENSG00000141425	RPR1A	RPRD1A
Q96P16-3	ENSG_RPRD1A	RPR1A	RPRD1A
Q96P20	ENSG_NLRP3	NLRP3	NLRP3
Q96P20-2	ENSG_NLRP3	NLRP3	NLRP3
Q96P20-3	ENSG_NLRP3	NLRP3	NLRP3
