pro_id,age_group,rho_age,rho_p_age
Q9H3N1,age1,-0.323415578,0.018560814
Q9H3N1,age2,-0.084341235,0.547157101
Q9H3N1,age3,-0.302867715,0.041186686
Q9H3N1,age4,0.012141536,0.935489558
Q9H3P2,age1,0.06095791,0.66373711
Q9H3P2,age2,0.116755362,0.403981706
Q9H3P2,age3,0.059142769,0.695390171
Q9H3P2,age4,0.005319149,0.971887487
Q9H3P7,age1,-0.150217707,0.282099678
Q9H3P7,age2,0.103451056,0.459910191
Q9H3P7,age3,0.007215541,0.962209729
Q9H3P7,age4,-0.151248844,0.309126607
Q9H3Q1,age1,0.086115143,0.538733938
Q9H3Q1,age2,-0.158522819,0.256101408
Q9H3Q1,age3,-0.124761024,0.407501846
Q9H3Q1,age4,-0.076086957,0.610191586
Q9H3S7,age1,-0.009111434,0.94841662
Q9H3S7,age2,0.380019352,0.005272928
Q9H3S7,age3,0.169657724,0.258750109
Q9H3S7,age4,0.027636448,0.85342471
Q9H3U1,age1,0.011288502,0.936060049
Q9H3U1,age2,0.319787131,0.019981655
Q9H3U1,age3,0.052605612,0.727705456
Q9H3U1,age4,0.003815911,0.979917649
Q9H3Z4,age1,-0.273343009,0.047977044
Q9H3Z4,age2,-0.279632317,0.0429188
Q9H3Z4,age3,0.017946346,0.905704831
Q9H3Z4,age4,-0.231267345,0.117685288
Q9H425,age1,0.014675052,0.916869682
Q9H425,age2,0.083293017,0.552164198
Q9H425,age3,0.024113475,0.873422163
Q9H425,age4,0.159343201,0.283711055
Q9H444,age1,-0.166263506,0.233380664
Q9H444,age2,-0.089582325,0.522456278
Q9H444,age3,-0.155843355,0.299983006
Q9H444,age4,0.234736355,0.112163778
Q9H446,age1,-0.200532172,0.149622776
Q9H446,age2,-0.06732785,0.631018317
Q9H446,age3,-0.069380204,0.645867618
Q9H446,age4,-0.099098057,0.506307334
Q9H488,age1,0.230527334,0.096789643
Q9H488,age2,0.079342042,0.571232356
Q9H488,age3,0.116127043,0.440916991
Q9H488,age4,-0.029370953,0.844317704
Q9H490,age1,-0.21577165,0.120589775
Q9H490,age2,0.024915336,0.859173323
Q9H490,age3,0.174468085,0.245336705
Q9H490,age4,0.172756707,0.244713742
Q9H492,age1,0.040719239,0.771657467
Q9H492,age2,-0.022093211,0.875013725
Q9H492,age3,-0.106382979,0.480399834
Q9H492,age4,-0.03052729,0.838257545
Q9H4A3,age1,0.477584261,0.000351058
Q9H4A3,age2,0.210288663,0.130493102
Q9H4A3,age3,0.239346284,0.109100427
Q9H4A3,age4,0.221554117,0.134251517
Q9H4A4,age1,-0.008708273,0.950706294
Q9H4A4,age2,0.097564909,0.485943066
Q9H4A4,age3,-0.040394696,0.789309008
Q9H4A4,age4,-0.029717854,0.842498696
Q9H4A5,age1,0.044105789,0.753229113
Q9H4A5,age2,0.077326238,0.581077594
Q9H4A5,age3,0.131174838,0.383660941
Q9H4A5,age4,-0.20906568,0.158058868
Q9H4A6,age1,0.140299952,0.315364263
Q9H4A6,age2,0.104096114,0.457104458
Q9H4A6,age3,-0.40573543,0.005468702
Q9H4A6,age4,-0.061632747,0.679807061
Q9H4E7,age1,-0.146669892,0.293721199
Q9H4E7,age2,-0.150378971,0.281578775
Q9H4E7,age3,-0.043971631,0.771111219
Q9H4E7,age4,-0.1589963,0.284771137
Q9H4G0,age1,-0.336155459,0.014234685
Q9H4G0,age2,0.02467344,0.860528993
Q9H4G0,age3,-0.094788776,0.529720177
Q9H4G0,age4,0.039431082,0.7919324
Q9H4G4,age1,0.447347202,0.0008817
Q9H4G4,age2,0.157716497,0.258551668
Q9H4G4,age3,0.180018501,0.230459728
Q9H4G4,age4,0.219125809,0.138655186
Q9H4I2,age1,0.025399129,0.856463204
Q9H4I2,age2,0.196984357,0.157074037
Q9H4I2,age3,-0.120567376,0.423544633
Q9H4I2,age4,0.041396855,0.781794661
Q9H4L5,age1,0.210288663,0.130493102
Q9H4L5,age2,0.187066602,0.179357694
Q9H4L5,age3,0.303854456,0.040506196
Q9H4L5,age4,-0.007053654,0.962625419
Q9H4M9,age1,0.097403645,0.486667096
Q9H4M9,age2,0.244476697,0.077828191
Q9H4M9,age3,0.120567376,0.423544633
Q9H4M9,age4,0.247340426,0.09376433
Q9H4Z3,age1,0.032978552,0.814240013
Q9H4Z3,age2,0.041041767,0.769896767
Q9H4Z3,age3,0.22627197,0.130306413
Q9H4Z3,age4,-0.06012951,0.687215483
Q9H553,age1,0.016207063,0.908203203
Q9H553,age2,-0.096274794,0.491751225
Q9H553,age3,-0.183225409,0.222154784
Q9H553,age4,-0.025439408,0.864987504
Q9H583,age1,0.141670698,0.310622554
Q9H583,age2,-0.120141913,0.390409031
Q9H583,age3,-0.021153253,0.888895523
Q9H583,age4,0.39419519,0.006447509
Q9H5N1,age1,0.184083212,0.186490003
Q9H5N1,age2,-0.060635381,0.665411226
Q9H5N1,age3,-0.152019735,0.31211047
Q9H5N1,age4,-0.083487512,0.575788679
Q9H5V8,age1,0.390985325,0.004031251
Q9H5V8,age2,0.139251734,0.319021475
Q9H5V8,age3,0.00573543,0.970024352
Q9H5V8,age4,0.240633673,0.103236747
Q9H5V9,age1,0.05571682,0.691139546
Q9H5V9,age2,0.112804386,0.420160392
Q9H5V9,age3,0.146099291,0.331500525
Q9H5V9,age4,-0.091350601,0.54024632
Q9H5X1,age1,0.020803096,0.882271786
Q9H5X1,age2,-0.02467344,0.860528993
Q9H5X1,age3,0.255504163,0.08668498
Q9H5X1,age4,0.024976873,0.867425457
Q9H5Z1,age1,-0.077245606,0.581473013
Q9H5Z1,age2,0.014029995,0.920521678
Q9H5Z1,age3,0.257354302,0.084368402
Q9H5Z1,age4,0.077821462,0.602048843
Q9H6B9,age1,0.088695372,0.526596685
Q9H6B9,age2,-0.075794227,0.588611504
Q9H6B9,age3,0.073573851,0.625999977
Q9H6B9,age4,0.047178538,0.752192468
Q9H6E4,age1,-0.091840026,0.511991391
Q9H6E4,age2,0.012578616,0.92874455
Q9H6E4,age3,-0.037064447,0.806353288
Q9H6E4,age4,0.206521739,0.163268604
Q9H6K1,age1,-0.067811643,0.628560993
Q9H6K1,age2,-0.126834382,0.364396761
Q9H6K1,age3,-0.18137527,0.226920241
Q9H6K1,age4,-0.19900555,0.179396541
Q9H6R4,age1,0.235365264,0.089842311
Q9H6R4,age2,-0.034188034,0.807547569
Q9H6R4,age3,-0.156213383,0.298825852
Q9H6R4,age4,0.175416281,0.237440013
Q9H6S0,age1,-0.00935333,0.947043015
Q9H6S0,age2,0.234720206,0.090745283
Q9H6S0,age3,0.013012643,0.931643332
Q9H6S0,age4,-0.006244218,0.96694718
Q9H6S3,age1,0.06507015,0.642538298
Q9H6S3,age2,0.244396065,0.077928599
Q9H6S3,age3,0.121060746,0.421638773
Q9H6S3,age4,0.231036078,0.118060647
Q9H6T0,age1,0.036445735,0.795092142
Q9H6T0,age2,0.264634736,0.055778757
Q9H6T0,age3,0.175331483,0.242980416
Q9H6T0,age4,0.058510638,0.695226648
Q9H6T3,age1,-0.031285277,0.823631653
Q9H6T3,age2,-0.233026931,0.09314954
Q9H6T3,age3,-0.155473327,0.301143066
Q9H6T3,age4,-0.285499537,0.052093686
Q9H6U8,age1,0.202064183,0.146487951
Q9H6U8,age2,0.052007741,0.710776586
Q9H6U8,age3,0.254147394,0.088415357
Q9H6U8,age4,0.558626272,6.03E-05
Q9H6V9,age1,0.099983874,0.475151328
Q9H6V9,age2,-0.024915336,0.859173323
Q9H6V9,age3,-0.055689177,0.712399516
Q9H6V9,age4,0.049722479,0.73927648
Q9H6X2,age1,0.503467183,0.00014953
Q9H6X2,age2,0.224721819,0.105672812
Q9H6X2,age3,0.255504163,0.08668498
Q9H6X2,age4,0.064292322,0.666773782
Q9H6Z4,age1,-0.104902435,0.453610552
Q9H6Z4,age2,0.31115949,0.023736701
Q9H6Z4,age3,0.128831329,0.392273869
Q9H6Z4,age4,0.080134135,0.591266842
Q9H720,age1,0.390098371,0.004121051
Q9H720,age2,0.063538139,0.650403813
Q9H720,age3,0.242183164,0.104871475
Q9H720,age4,0.211147086,0.153888441
Q9H773,age1,-0.037574585,0.78888332
Q9H773,age2,0.171988389,0.21750241
Q9H773,age3,-0.080974406,0.591583469
Q9H773,age4,0.332215541,0.022984819
Q9H792,age1,0.316400581,0.021390389
Q9H792,age2,0.107724561,0.441498644
Q9H792,age3,-0.053715695,0.722182749
Q9H792,age4,0.14199815,0.339913872
Q9H7B2,age1,-0.003950976,0.977749481
Q9H7B2,age2,-0.245847444,0.076136957
Q9H7B2,age3,-0.003885291,0.979796491
Q9H7B2,age4,0.005203515,0.972505103
Q9H7C9,age1,0.109498468,0.433979116
Q9H7C9,age2,-0.019190453,0.891357907
Q9H7C9,age3,0.263891459,0.076571485
Q9H7C9,age4,-0.01006013,0.946583515
Q9H7D0,age1,-0.064425093,0.645845382
Q9H7D0,age2,0.018142235,0.897271452
Q9H7D0,age3,0.183842121,0.220581925
Q9H7D0,age4,0.105920444,0.477353213
Q9H7D7,age1,-0.076358652,0.585830723
Q9H7D7,age2,0.154168682,0.26952118
Q9H7D7,age3,0.124020968,0.410306985
Q9H7D7,age4,0.113089732,0.447905513
Q9H7E2,age1,0.109820997,0.432619749
Q9H7E2,age2,0.05273343,0.706919272
Q9H7E2,age3,0.087511563,0.56190719
Q9H7E2,age4,0.093432007,0.531020551
Q9H7E9,age1,-0.003305918,0.981418956
Q9H7E9,age2,-0.126915014,0.364089966
Q9H7E9,age3,-0.075670675,0.616163359
Q9H7E9,age4,0.210106383,0.155963349
Q9H7H0,age1,-0.006773101,0.961701942
Q9H7H0,age2,0.098048702,0.483774401
Q9H7H0,age3,0.041628122,0.783020706
Q9H7H0,age4,0.058510638,0.695226648
Q9H7M9,age1,-0.124657313,0.372739853
Q9H7M9,age2,-0.20045154,0.149789142
Q9H7M9,age3,-0.196916435,0.189052203
Q9H7M9,age4,0.012488437,0.933641696
Q9H7P6,age1,0.106434446,0.447012903
Q9H7P6,age2,0.012417352,0.929658678
Q9H7P6,age3,-0.013135985,0.930993893
Q9H7P6,age4,-0.003122109,0.983624595
Q9H7Z7,age1,0.032978552,0.814240013
Q9H7Z7,age2,0.033381713,0.812007699
Q9H7Z7,age3,-0.432254086,0.002934311
Q9H7Z7,age4,0.026711378,0.858289658
Q9H814,age1,-0.088695372,0.526596685
Q9H814,age2,-0.066037736,0.637590655
Q9H814,age3,-0.014986124,0.921257916
Q9H814,age4,0.007516189,0.960156314
Q9H832,age1,-0.145057249,0.299106038
Q9H832,age2,0.051120787,0.715500928
Q9H832,age3,-0.153499846,0.307379148
Q9H832,age4,-0.055157262,0.711926285
Q9H845,age1,0.188759877,0.175398901
Q9H845,age2,0.386228028,0.00453396
Q9H845,age3,0.092321924,0.540527939
Q9H845,age4,0.089962997,0.546439951
Q9H857,age1,0.284550879,0.039277179
Q9H857,age2,0.087082729,0.534166441
Q9H857,age3,0.21048412,0.159898105
Q9H857,age4,0.029370953,0.844317704
Q9H871,age1,0.168682471,0.226576229
Q9H871,age2,0.045315272,0.746680141
Q9H871,age3,0.305581252,0.039337664
Q9H871,age4,-0.060476411,0.685503215
Q9H8H0,age1,0.126431221,0.365933105
Q9H8H0,age2,-0.035236252,0.801758554
Q9H8H0,age3,-0.086524823,0.566341377
Q9H8H0,age4,-0.009250694,0.950900677
Q9H8H2,age1,0.282696339,0.040618941
Q9H8H2,age2,0.039187228,0.780036367
Q9H8H2,age3,0.076904101,0.610408189
Q9H8H2,age4,0.004278446,0.977446581
Q9H8H3,age1,-0.009514594,0.946127363
Q9H8H3,age2,0.486615062,0.000262505
Q9H8H3,age3,0.120814061,0.42259109
Q9H8H3,age4,-0.04093432,0.78417683
Q9H8L6,age1,0.332285115,0.015446166
Q9H8L6,age2,0.305112079,0.026711426
Q9H8L6,age3,-0.039284613,0.794979952
Q9H8L6,age4,-0.005781684,0.96941719
Q9H8M7,age1,-0.033462345,0.811561415
Q9H8M7,age2,0.079019513,0.572802365
Q9H8M7,age3,0.168300956,0.262621203
Q9H8M7,age4,0.109967623,0.460604083
Q9H8S9,age1,0.047411708,0.735371103
Q9H8S9,age2,-0.009595227,0.945669564
Q9H8S9,age3,-0.246993525,0.097991558
Q9H8S9,age4,-0.239824237,0.104428365
Q9H8W4,age1,0.265279794,0.055167507
Q9H8W4,age2,0.233994517,0.091769637
Q9H8W4,age3,0.352574776,0.016713073
Q9H8W4,age4,-0.097016651,0.515316603
Q9H8Y8,age1,0.125060474,0.37118617
Q9H8Y8,age2,0.005805515,0.967202567
Q9H8Y8,age3,-0.003021893,0.984357921
Q9H8Y8,age4,0.008325624,0.955836291
Q9H910,age1,0.000725689,0.996099945
Q9H910,age2,0.072730205,0.603810094
Q9H910,age3,-0.225901943,0.130948917
Q9H910,age4,0.216350601,0.143819701
Q9H944,age1,0.100628931,0.472295413
Q9H944,age2,-0.188437349,0.176148001
Q9H944,age3,-0.036941104,0.806986336
Q9H944,age4,0.02740518,0.854640445
Q9H993,age1,-0.165618449,0.235218854
Q9H993,age2,0.128205128,0.359202742
Q9H993,age3,0.074807277,0.620205732
Q9H993,age4,-0.091813136,0.538189413
Q9H9A5,age1,-0.028140622,0.841138005
Q9H9A5,age2,-0.07329463,0.600997424
Q9H9A5,age3,-0.094295405,0.531873136
Q9H9A5,age4,0.247571693,0.093450241
Q9H9A6,age1,-0.299467828,0.029765637
Q9H9A6,age2,-0.047089179,0.737107377
Q9H9A6,age3,0.011285846,0.940739945
Q9H9A6,age4,-0.391766883,0.006806009
Q9H9B4,age1,0.3470408,0.01125614
Q9H9B4,age2,0.273020481,0.048249098
Q9H9B4,age3,0.002651866,0.98631298
Q9H9B4,age4,0.314407956,0.03182051
Q9H9C1,age1,0.170859539,0.220571606
Q9H9C1,age2,0.004031608,0.977290827
Q9H9C1,age3,0.147456059,0.326991343
Q9H9C1,age4,-0.08533765,0.567329668
Q9H9E3,age1,0.228753427,0.099439703
Q9H9E3,age2,-0.090469279,0.518332293
Q9H9E3,age3,-0.04249152,0.778627073
Q9H9E3,age4,-0.006475486,0.965712289
Q9H9G7,age1,-0.229156588,0.098832504
Q9H9G7,age2,-0.021206257,0.880002574
Q9H9G7,age3,0.057786001,0.702055164
Q9H9G7,age4,-0.117599445,0.429910413
Q9H9J2,age1,0.227463312,0.101402299
Q9H9J2,age2,-0.083131753,0.552936468
Q9H9J2,age3,-0.008695652,0.954398642
Q9H9J2,age4,0.039777983,0.79014084
Q9H9P8,age1,0.047331076,0.735805048
Q9H9P8,age2,0.02878568,0.837540396
Q9H9P8,age3,0.201480111,0.178848502
Q9H9P8,age4,0.112280296,0.45117898
Q9H9Q2,age1,0.161667473,0.246696353
Q9H9Q2,age2,-0.107160135,0.443906431
Q9H9Q2,age3,0.054455751,0.718508747
Q9H9Q2,age4,-0.39199815,0.006771132
Q9H9S4,age1,0.068456701,0.625290815
Q9H9S4,age2,0.180212869,0.196044988
Q9H9S4,age3,0.083687943,0.579179959
Q9H9S4,age4,0.062557817,0.675262915
Q9H9T3,age1,0.114255765,0.414174417
Q9H9T3,age2,0.100064506,0.474793833
Q9H9T3,age3,-0.124514339,0.408435652
Q9H9T3,age4,-0.115055504,0.4400107
Q9H9Y6,age1,-0.117077891,0.402677299
Q9H9Y6,age2,-0.025076601,0.858269768
Q9H9Y6,age3,-0.031144002,0.836871797
Q9H9Y6,age4,-0.036771508,0.805702655
Q9HA64,age1,0.045476536,0.745808284
Q9HA64,age2,0.202951137,0.144695644
Q9HA64,age3,0.2324391,0.119945493
Q9HA64,age4,-0.055041628,0.712504599
Q9HA65,age1,0.065715207,0.63923813
Q9HA65,age2,-0.017739074,0.899547396
Q9HA65,age3,-0.028430466,0.850942716
Q9HA65,age4,0.218085106,0.140575314
Q9HA72,age1,0.020641832,0.883179737
Q9HA72,age2,0.065553943,0.64006252
Q9HA72,age3,-0.123897626,0.410775593
Q9HA72,age4,0.033765032,0.82133987
Q9HA77,age1,-0.030962748,0.825423383
Q9HA77,age2,0.067247218,0.63142826
Q9HA77,age3,-0.137711995,0.360238605
Q9HA77,age4,-0.045212766,0.762219767
Q9HAB8,age1,0.136752137,0.327851581
Q9HAB8,age2,-0.226818255,0.102394836
Q9HAB8,age3,0.112303423,0.456189961
Q9HAB8,age4,0.093316374,0.531531042
Q9HAC8,age1,0.173923561,0.212311019
Q9HAC8,age2,0.095791001,0.493938639
Q9HAC8,age3,0.031884058,0.833042891
Q9HAC8,age4,-0.140263645,0.34589271
Q9HAD4,age1,-0.027737462,0.843388165
Q9HAD4,age2,0.072649573,0.604212376
Q9HAD4,age3,0.254147394,0.088415357
Q9HAD4,age4,-0.132284921,0.374228827
Q9HAN9,age1,0.060312853,0.667086974
Q9HAN9,age2,-0.02693114,0.847892219
Q9HAN9,age3,0.04199815,0.781136885
Q9HAN9,age4,0.455827937,0.00143301
Q9HAT2,age1,-0.166021609,0.234068815
Q9HAT2,age2,-0.174810514,0.209961111
Q9HAT2,age3,0.133765032,0.374273824
Q9HAT2,age4,0.183395005,0.216517133
Q9HAU0,age1,0.034671827,0.804874414
Q9HAU0,age2,0.014271892,0.919151983
Q9HAU0,age3,0.107369719,0.476318092
Q9HAU0,age4,-0.072849214,0.625517324
Q9HAU5,age1,-0.030640219,0.827216004
Q9HAU5,age2,0.079745202,0.569272664
Q9HAU5,age3,-0.039407956,0.794349319
Q9HAU5,age4,0.071345976,0.63268738
Q9HAV0,age1,-0.091759394,0.512363286
Q9HAV0,age2,0.07442348,0.595389522
Q9HAV0,age3,0.186679001,0.213446997
Q9HAV0,age4,-0.14546716,0.328151304
Q9HAV4,age1,0.15892598,0.254882211
Q9HAV4,age2,-0.093372037,0.50495163
Q9HAV4,age3,-0.212704286,0.155461495
Q9HAV4,age4,-0.150670675,0.310996431
Q9HAV7,age1,0.263344622,0.057017792
Q9HAV7,age2,0.183115627,0.188846592
Q9HAV7,age3,0.089855072,0.551442027
Q9HAV7,age4,0.063251619,0.671862353
Q9HB07,age1,0.064505725,0.64543162
Q9HB07,age2,0.31825512,0.020608828
Q9HB07,age3,0.280789393,0.05904718
Q9HB07,age4,-0.12060592,0.418144748
Q9HB21,age1,0.150298339,0.281839147
Q9HB21,age2,-0.004192872,0.976373542
Q9HB21,age3,-0.121307431,0.420687683
Q9HB21,age4,0.064407956,0.666209301
Q9HB40,age1,0.211094985,0.128999255
Q9HB40,age2,0.281083696,0.041816334
Q9HB40,age3,-0.206167129,0.168790527
Q9HB40,age4,0.213922294,0.148455392
Q9HB63,age1,0.074020319,0.597389663
Q9HB63,age2,0.159893566,0.251972258
Q9HB63,age3,0.264631514,0.075726102
Q9HB63,age4,0.011910268,0.936721656
Q9HB71,age1,-0.194565393,0.162309805
Q9HB71,age2,0.165860345,0.234528362
Q9HB71,age3,-0.125747764,0.403779043
Q9HB71,age4,-0.220975948,0.135290326
Q9HB90,age1,0.11482019,0.411859928
Q9HB90,age2,0.160941784,0.248845458
Q9HB90,age3,0.070736972,0.63941199
Q9HB90,age4,0.182354302,0.219170305
Q9HBF4,age1,-0.041041767,0.769896767
Q9HBF4,age2,0.13126915,0.347758122
Q9HBF4,age3,0.012025902,0.936840406
Q9HBF4,age4,0.018154487,0.903516258
Q9HBH5,age1,0.227221416,0.101773619
Q9HBH5,age2,0.226495726,0.102893928
Q9HBH5,age3,0.147579402,0.326583351
Q9HBH5,age4,-0.205943571,0.164470029
Q9HBL0,age1,0.349862925,0.010578435
Q9HBL0,age2,0.232543138,0.093845566
Q9HBL0,age3,0.022756707,0.880508621
Q9HBL0,age4,0.3296716,0.024103153
Q9HBL7,age1,0.272778584,0.048453968
Q9HBL7,age2,0.154733108,0.267755464
Q9HBL7,age3,0.338143694,0.022010811
Q9HBL7,age4,-0.065911193,0.658887925
Q9HBL8,age1,0.046202225,0.741888877
Q9HBL8,age2,-0.085389453,0.54217208
Q9HBL8,age3,-0.052605612,0.727705456
Q9HBL8,age4,-0.084875116,0.569438971
Q9HBR0,age1,0.286002258,0.038252931
Q9HBR0,age2,0.002177068,0.987841418
Q9HBR0,age3,-0.164477336,0.273739403
Q9HBR0,age4,-0.044287697,0.76695211
Q9HC07,age1,0.178600226,0.200127997
Q9HC07,age2,0.245283019,0.076829765
Q9HC07,age3,0.273142152,0.066527568
Q9HC07,age4,0.151827012,0.30726404
Q9HC35,age1,0.119900016,0.391369424
Q9HC35,age2,0.186905338,0.179738081
Q9HC35,age3,0.198149861,0.186254135
Q9HC35,age4,0.368293247,0.011271254
Q9HC36,age1,-0.046282858,0.741453789
Q9HC36,age2,-0.043218836,0.758042782
Q9HC36,age3,0.118223867,0.432664278
Q9HC36,age4,-0.121762257,0.413669201
Q9HC38,age1,0.407111756,0.002674219
Q9HC38,age2,-0.181502983,0.192821808
Q9HC38,age3,0.208880666,0.163159825
Q9HC38,age4,0.288043478,0.049966781
Q9HC78,age1,0.318819545,0.020375842
Q9HC78,age2,0.208353491,0.13413182
Q9HC78,age3,0.041011409,0.786163158
Q9HC78,age4,-0.044750231,0.764584867
Q9HCB6,age1,0.692630221,3.52E-08
Q9HCB6,age2,0.40090308,0.003138984
Q9HCB6,age3,0.47924761,0.000863847
Q9HCB6,age4,0.122456059,0.410997196
Q9HCC0,age1,0.16715046,0.230869447
Q9HCC0,age2,0.365586196,0.007414025
Q9HCC0,age3,0.14794943,0.325361308
Q9HCC0,age4,0.290818686,0.047727926
Q9HCC8,age1,0.180212869,0.196044988
Q9HCC8,age2,0.323012417,0.018714298
Q9HCC8,age3,0.15658341,0.297671605
Q9HCC8,age4,0.48392692,0.000659196
Q9HCD5,age1,-0.031204644,0.824079501
Q9HCD5,age2,-0.179084019,0.198896773
Q9HCD5,age3,0.15892692,0.290428854
Q9HCD5,age4,0.013876041,0.926253827
Q9HCE1,age1,0.137397194,0.325558139
Q9HCE1,age2,0.150782132,0.280279312
Q9HCE1,age3,0.174961455,0.24398835
Q9HCE1,age4,0.113899167,0.444645245
Q9HCE5,age1,-0.001290114,0.9928882
Q9HCE5,age2,0.031849702,0.820498291
Q9HCE5,age3,0.053345668,0.724022101
Q9HCE5,age4,-0.102220167,0.492946482
Q9HCE6,age1,0.007901951,0.955286816
Q9HCE6,age2,0.008950169,0.949332441
Q9HCE6,age3,-0.06493987,0.667175411
Q9HCE6,age4,-0.33406568,0.022199312
Q9HCL2,age1,-0.003950976,0.977749481
Q9HCL2,age2,0.113126915,0.418825898
Q9HCL2,age3,0.056675917,0.707525026
Q9HCL2,age4,0.238089732,0.107017643
Q9HCM2,age1,0.228269634,0.100172176
Q9HCM2,age2,-0.150298339,0.281839147
Q9HCM2,age3,0.058156028,0.700235197
Q9HCM2,age4,-0.255897317,0.082680772
Q9HCP0,age1,-0.107563296,0.442185836
Q9HCP0,age2,-0.061844864,0.659141768
Q9HCP0,age3,-0.041011409,0.786163158
Q9HCP0,age4,-0.021507863,0.885747776
Q9HCS2,age1,0.127479439,0.361946825
Q9HCS2,age2,0.109014675,0.436022685
Q9HCS2,age3,0.145852606,0.332324564
Q9HCS2,age4,0.397201665,0.006026614
Q9HCS7,age1,-0.148685696,0.287080109
Q9HCS7,age2,0.051282051,0.714641158
Q9HCS7,age3,-0.112673451,0.454699383
Q9HCS7,age4,-0.010985199,0.941651495
Q9HCU0,age1,0.470246734,0.000442178
Q9HCU0,age2,0.435171746,0.001250146
Q9HCU0,age3,0.307061363,0.038358359
Q9HCU0,age4,0.325740056,0.025921624
Q9HCU4,age1,0.216981132,0.118484723
Q9HCU4,age2,0.035478149,0.800424125
Q9HCU4,age3,0.15609004,0.299211247
Q9HCU4,age4,0.166512488,0.262385609
Q9HCU5,age1,0.209643606,0.131697595
Q9HCU5,age2,-0.085792614,0.54026068
Q9HCU5,age3,-0.110699969,0.462679968
Q9HCU5,age4,0.123381129,0.40745011
Q9HCY8,age1,-0.031365909,0.82318386
Q9HCY8,age2,0.172552814,0.215979123
Q9HCY8,age3,-0.084427999,0.575817955
Q9HCY8,age4,-0.035383904,0.812910815
Q9HD15,age1,-0.025479761,0.856011677
Q9HD15,age2,0.160216094,0.251007327
Q9HD15,age3,-0.196423065,0.190179839
Q9HD15,age4,-0.034458834,0.817724896
Q9HD20,age1,0.208272859,0.134285081
Q9HD20,age2,-0.088856636,0.525842666
Q9HD20,age3,-0.010175763,0.946591822
Q9HD20,age4,0.118293247,0.427178752
Q9HD26,age1,0.135945815,0.330732761
Q9HD26,age2,0.151749718,0.277176873
Q9HD26,age3,0.188159112,0.209789526
Q9HD26,age4,-0.052035153,0.727596477
Q9HD33,age1,-0.009998387,0.943380831
Q9HD33,age2,0.031204644,0.824079501
Q9HD33,age3,0.015726179,0.917366662
Q9HD33,age4,-0.118524514,0.426270395
Q9HD40,age1,0.085066925,0.54370357
Q9HD40,age2,-0.296081277,0.031735149
Q9HD40,age3,-0.002898551,0.985009598
Q9HD40,age4,0.385175763,0.007868241
Q9HD42,age1,0.053297855,0.703924213
Q9HD42,age2,0.16755362,0.229734213
Q9HD42,age3,0.185445575,0.216528944
Q9HD42,age4,0.159458834,0.283358274
Q9HD45,age1,0.028382519,0.839788517
Q9HD45,age2,0.217545557,0.117512055
Q9HD45,age3,-0.356891767,0.015357343
Q9HD45,age4,0.025786309,0.86315986
Q9HDC9,age1,0.235526528,0.089617677
Q9HDC9,age2,0.523141429,7.48E-05
Q9HDC9,age3,0.084551341,0.575258495
Q9HDC9,age4,0.362280296,0.012758244
Q9NNX1,age1,-0.007740687,0.956203099
Q9NNX1,age2,0.217626189,0.117373604
Q9NNX1,age3,0.20431699,0.172710215
Q9NNX1,age4,0.05573543,0.709037146
Q9NP61,age1,0.185776488,0.182417214
Q9NP61,age2,0.159893566,0.251972258
Q9NP61,age3,-0.107123034,0.477336788
Q9NP61,age4,0.044634598,0.765176478
Q9NP66,age1,-0.190695049,0.170953036
Q9NP66,age2,-0.007176262,0.959410526
Q9NP66,age3,0.391551033,0.007490395
Q9NP66,age4,0.047756707,0.749250924
Q9NP72,age1,0.072085148,0.607031637
Q9NP72,age2,0.269795194,0.051039891
Q9NP72,age3,0.181991983,0.225323931
Q9NP72,age4,-0.288506013,0.049587795
Q9NP74,age1,-0.078213191,0.576736127
Q9NP74,age2,0.034913724,0.803538671
Q9NP74,age3,0.131544866,0.382311394
Q9NP74,age4,0.1933395,0.192295884
Q9NP77,age1,-0.162554427,0.244086978
Q9NP77,age2,0.285921626,0.038309246
Q9NP77,age3,0.207400555,0.166213766
Q9NP77,age4,0.182816836,0.217988322
Q9NP79,age1,0.133446218,0.339765841
Q9NP79,age2,0.154975004,0.267001113
Q9NP79,age3,0.437681159,0.002568441
Q9NP79,age4,0.1589963,0.284771137
Q9NP80,age1,0.184889534,0.184542464
Q9NP80,age2,0.116755362,0.403981706
Q9NP80,age3,-0.212087573,0.156684654
Q9NP80,age4,0.201665125,0.173562846
Q9NP81,age1,0.17763264,0.202606744
Q9NP81,age2,-0.148121271,0.288929543
Q9NP81,age3,-0.050015418,0.740645052
Q9NP81,age4,0.062673451,0.674695704
Q9NP92,age1,-0.088534107,0.527351242
Q9NP92,age2,-0.164247702,0.239158212
Q9NP92,age3,0.037311132,0.805087565
Q9NP92,age4,0.070652174,0.636008078
Q9NP94,age1,0.302289953,0.028203755
Q9NP94,age2,0.322770521,0.018806907
Q9NP94,age3,0.282762874,0.057231381
Q9NP94,age4,0.18420444,0.21446919
Q9NP97,age1,0.058377681,0.677175352
Q9NP97,age2,-0.378729237,0.005439163
Q9NP97,age3,-0.278569226,0.061145287
Q9NP97,age4,-0.107423682,0.47109447
Q9NPA0,age1,-0.150540235,0.281058511
Q9NPA0,age2,0.115868408,0.407581552
Q9NPA0,age3,-0.282022818,0.057906935
Q9NPA0,age4,-0.219819611,0.137386079
