pro_id,age_group,rho_age,rho_p_age
P35754,age3,0.308171446,0.037637187
P35754,age4,0.247456059,0.093607182
P35813,age1,0.148282535,0.288400334
P35813,age2,-0.080712788,0.564582256
P35813,age3,-0.312241751,0.035088239
P35813,age4,-0.121877891,0.413223172
P35869,age1,0.48766328,0.000253673
P35869,age2,0.101515885,0.468383674
P35869,age3,0.167930928,0.263683681
P35869,age4,0.10013876,0.501833187
P35908,age1,0.407353653,0.002657423
P35908,age2,0.565634575,1.46E-05
P35908,age3,0.445205057,0.002128277
P35908,age4,0.25,0.09020173
P35914,age1,0.19222706,0.167492333
P35914,age2,0.088211579,0.528861974
P35914,age3,0.024113475,0.873422163
P35914,age4,-0.300763182,0.040369558
P35998,age1,0.025318497,0.856914776
P35998,age2,-0.005563619,0.968577972
P35998,age3,-0.053839038,0.721569979
P35998,age4,-0.102682701,0.490982886
P36222,age1,0.38630866,0.004524998
P36222,age2,0.336719884,0.014065036
P36222,age3,0.2066605,0.167756342
P36222,age4,0.124653099,0.402602033
P36404,age1,0.01757781,0.900458002
P36404,age2,-0.044347686,0.751917912
P36404,age3,0.090718471,0.547610117
P36404,age4,0.186517114,0.208693039
P36405,age1,-0.050959523,0.716361051
P36405,age2,0.371149815,0.00651222
P36405,age3,0.337403639,0.022317004
P36405,age4,0.184782609,0.213014732
P36507,age1,-0.264715368,0.055702051
P36507,age2,-0.097564909,0.485943066
P36507,age3,0.087388221,0.562460568
P36507,age4,-0.08533765,0.567329668
P36542,age1,0.405418481,0.002794463
P36542,age2,0.094581519,0.49942937
P36542,age3,-0.008325624,0.956351042
P36542,age4,0.144773358,0.33048298
P36543,age1,0.086921464,0.534926361
P36543,age2,-0.107805193,0.441155272
P36543,age3,0.018316374,0.903763051
P36543,age4,-0.206984274,0.162312116
P36551,age1,-0.190533785,0.171320343
P36551,age2,-0.201419126,0.147801837
P36551,age3,0.055935862,0.71117981
P36551,age4,0.043940796,0.768728937
P36578,age1,-0.01007902,0.942923139
P36578,age2,-0.106031285,0.448743932
P36578,age3,0.076534073,0.612132299
P36578,age4,-0.153561517,0.301719893
P36776,age1,0.168924367,0.225903476
P36776,age2,0.190130624,0.172241136
P36776,age3,-0.010422448,0.945291151
P36776,age4,0.102798335,0.490492628
P36871,age1,0.174487986,0.210813484
P36871,age2,0.303741332,0.027427737
P36871,age3,0.265494912,0.07474921
P36871,age4,-0.042900093,0.774066494
P36873,age1,0.001370747,0.992429387
P36873,age2,-0.049185615,0.725845431
P36873,age3,-0.18186864,0.225642566
P36873,age4,-0.069033302,0.643784077
P36915,age1,0.044347686,0.751917912
P36915,age2,0.045879697,0.743630034
P36915,age3,0.103299414,0.493274096
P36915,age4,-0.007978723,0.957687581
P36952,age1,0.462425415,0.000562544
P36952,age2,-0.066360264,0.63594493
P36952,age3,-0.033857539,0.822851556
P36952,age4,0.250809436,0.089138789
P36954,age1,0.104579906,0.455006343
P36954,age2,-0.122077084,0.382776417
P36954,age3,0.039037928,0.796241607
P36954,age4,0.034111933,0.819531916
P36955,age1,0.381470731,0.00509128
P36955,age2,0.283583293,0.039972568
P36955,age3,-0.104162812,0.489651255
P36955,age4,0.160846438,0.279147495
P36957,age1,-0.091517497,0.513479799
P36957,age2,0.092081922,0.510876531
P36957,age3,0.128461301,0.39364417
P36957,age4,0.113783534,0.445110188
P36969,age1,0.180293501,0.195842415
P36969,age2,0.233188195,0.092918433
P36969,age3,0.412642615,0.004670593
P36969,age4,0.232886216,0.115083273
P37108,age1,-0.209562974,0.131848747
P37108,age2,0.098532495,0.481610881
P37108,age3,0.05248227,0.728319948
P37108,age4,-0.115055504,0.4400107
P37198,age1,-0.028624415,0.83843949
P37198,age2,-0.113126915,0.418825898
P37198,age3,-0.139808819,0.352915147
P37198,age4,-0.138182239,0.353152954
P37268,age1,0.282776971,0.040559825
P37268,age2,0.24907273,0.072273042
P37268,age3,0.067160037,0.65648748
P37268,age4,0.121184089,0.415903509
P37802,age1,0.199483954,0.151796302
P37802,age2,0.033220448,0.812900446
P37802,age3,0.089361702,0.55363744
P37802,age4,0.429347826,0.002822824
P37837,age1,0.039429124,0.778711693
P37837,age2,0.345428157,0.011660048
P37837,age3,0.186432316,0.214060906
P37837,age4,0.290009251,0.048372276
P37840,age1,0.259393646,0.060952097
P37840,age2,0.241090147,0.082134822
P37840,age3,0.436694419,0.002631785
P37840,age4,0.322617946,0.027446722
P38435,age1,-0.002902758,0.983712579
P38435,age2,0.123850992,0.375859014
P38435,age3,0.029663891,0.844540833
P38435,age4,0.091581869,0.539217387
P38571,age1,0.122399613,0.381513066
P38571,age2,0.40275762,0.002993161
P38571,age3,0.128954672,0.391817729
P38571,age4,0.196114709,0.185897207
P38606,age1,-0.00709563,0.959868783
P38606,age2,0.026850508,0.848342894
P38606,age3,0.193092815,0.197917743
P38606,age4,-0.027058279,0.856464678
P38646,age1,0.166908563,0.231552455
P38646,age2,0.255442671,0.065103287
P38646,age3,0.206537157,0.168014453
P38646,age4,-0.097363552,0.513809444
P38919,age1,0.262215772,0.058120213
P38919,age2,0.412030318,0.002350656
P38919,age3,-0.01239593,0.934891184
P38919,age4,0.078630897,0.598265316
P39019,age1,0.176019997,0.20678644
P39019,age2,0.037332688,0.790212693
P39019,age3,0.011779217,0.938140093
P39019,age4,0.182585569,0.218578754
P39023,age1,0.214804064,0.122294319
P39023,age2,0.448798581,0.000845074
P39023,age3,0.341597286,0.020628481
P39023,age4,0.224676226,0.128745531
P39059,age1,0.270278987,0.050613044
P39059,age2,0.184808902,0.184736553
P39059,age3,0.083564601,0.579741165
P39059,age4,0.244680851,0.097435925
P39060,age1,-0.053701016,0.701787628
P39060,age2,-0.018303499,0.896361304
P39060,age3,-0.164724021,0.273012785
P39060,age4,-0.075855689,0.611280877
P39656,age1,0.165940977,0.234298511
P39656,age2,-0.183760684,0.18727316
P39656,age3,-0.266604995,0.073507958
P39656,age4,0.168940796,0.25541382
P39687,age1,0.318093856,0.02067581
P39687,age2,0.376310273,0.005763332
P39687,age3,0.169904409,0.258050434
P39687,age4,0.200624422,0.175828921
P39748,age1,-0.121835188,0.383725573
P39748,age2,0.196903725,0.157246522
P39748,age3,0.20764724,0.16570189
P39748,age4,0.185013876,0.212434896
P39880,age1,0.027979358,0.842037918
P39880,age2,-0.054184809,0.699226768
P39880,age3,0.027937095,0.853506176
P39880,age4,-0.018385754,0.90228923
P40121,age1,-0.077164973,0.581868555
P40121,age2,-0.056119981,0.689017001
P40121,age3,-0.048535307,0.748071603
P40121,age4,0.028677151,0.847958142
P40189,age1,0.0022577,0.987382641
P40189,age2,-0.009756491,0.944754017
P40189,age3,0.030650632,0.839426501
P40189,age4,0.034458834,0.817724896
P40199,age1,0.23425911,0.091344377
P40199,age2,0.420621808,0.001712529
P40199,age3,0.224696233,0.133279152
P40199,age4,0.086265214,0.564239502
P40222,age1,0.179003387,0.1991016
P40222,age2,-0.075713595,0.589009245
P40222,age3,0.139438791,0.35420081
P40222,age4,0.000346901,0.998455046
P40227,age1,0.422512498,0.001774983
P40227,age2,0.215207225,0.121581869
P40227,age3,0.095652174,0.525962916
P40227,age4,0.112511563,0.45024236
P40261,age1,0.321480406,0.019307462
P40261,age2,0.318658281,0.020442179
P40261,age3,0.322725871,0.029175637
P40261,age4,0.139685476,0.347900081
P40424,age1,-0.009030801,0.948874522
P40424,age2,-0.011530398,0.934687972
P40424,age3,0.191119334,0.20260766
P40424,age4,-0.107539315,0.470614864
P40616,age1,0.160941784,0.248845458
P40616,age2,0.061441703,0.661229013
P40616,age3,-0.110329941,0.464184754
P40616,age4,-0.001387604,0.992893297
P40692,age1,-0.098451863,0.48197111
P40692,age2,0.209562974,0.131848747
P40692,age3,0.171877891,0.252499045
P40692,age4,-0.031914894,0.830997712
P40763,age1,0.196581197,0.157937863
P40763,age2,0.254071924,0.066595633
P40763,age3,0.202836879,0.175893372
P40763,age4,0.194727105,0.1890771
P40818,age1,-0.260119336,0.060213446
P40818,age2,-0.022335107,0.873653964
P40818,age3,-0.336786926,0.022574909
P40818,age4,0.015610546,0.917027775
P40855,age1,0.007579423,0.957119438
P40855,age2,0.082164167,0.557580937
P40855,age3,-0.230712303,0.12278104
P40855,age4,-0.033880666,0.820737116
P40925,age1,0.323980003,0.018347745
P40925,age2,-0.069343654,0.620806081
P40925,age3,-0.005488745,0.971327081
P40925,age4,0.027289547,0.855248439
P40926,age1,0.16416707,0.239391347
P40926,age2,0.178922754,0.199306578
P40926,age3,-0.154733272,0.303471907
P40926,age4,0.063945421,0.668468326
P40937,age1,-0.10659571,0.446321533
P40937,age2,-0.244315433,0.07802911
P40937,age3,-0.004131977,0.978493337
P40937,age4,0.059435708,0.69064471
P40938,age1,0.149088857,0.285763879
P40938,age2,0.043460732,0.756729044
P40938,age3,0.115880358,0.441893643
P40938,age4,0.139222942,0.349511166
P40939,age1,-0.005644251,0.968119493
P40939,age2,0.057490727,0.681818322
P40939,age3,-0.201973481,0.177769776
P40939,age4,0.143154487,0.335964086
P40967,age1,0.105063699,0.452913543
P40967,age2,-0.055797452,0.690714846
P40967,age3,0.317052112,0.032262344
P40967,age4,0.194611471,0.189343844
P41091,age1,0.161586841,0.246934513
P41091,age2,0.25020158,0.070958343
P41091,age3,0.006598828,0.965465434
P41091,age4,-0.174375578,0.240268319
P41208,age1,-0.108288986,0.439098187
P41208,age2,-0.173923561,0.212311019
P41208,age3,0.316682084,0.032472764
P41208,age4,-0.244449584,0.097760411
P41214,age1,-0.007256894,0.958952281
P41214,age2,0.064828254,0.643777647
P41214,age3,0.109959914,0.465692192
P41214,age4,-0.30920444,0.034882878
P41218,age1,0.410901468,0.002421656
P41218,age2,0.502015804,0.000157124
P41218,age3,0.538328708,0.000144805
P41218,age4,0.463228492,0.001174875
P41222,age1,0.291565876,0.034529897
P41222,age2,0.440735365,0.00106737
P41222,age3,0.098982424,0.511596066
P41222,age4,0.376850139,0.009414251
P41223,age1,0.019029189,0.892267307
P41223,age2,0.048137397,0.731469331
P41223,age3,0.142769041,0.342733636
P41223,age4,-0.109389454,0.462977016
P41226,age1,0.395742622,0.003578535
P41226,age2,0.199483954,0.151796302
P41226,age3,0.03817453,0.800661472
P41226,age4,0.063367253,0.671296226
P41227,age1,0.117642316,0.400400537
P41227,age2,-0.043621996,0.7558536
P41227,age3,-0.005982115,0.9687217
P41227,age4,0.030989824,0.835836077
P41229,age1,0.007256894,0.958952281
P41229,age2,-0.14134817,0.31173409
P41229,age3,-0.112796793,0.454203119
P41229,age4,-0.301110083,0.040130822
P41236,age1,-0.119900016,0.391369424
P41236,age2,0.005321722,0.969953468
P41236,age3,-0.057045945,0.705700087
P41236,age4,-0.012025902,0.936105589
P41240,age1,-0.126834382,0.364396761
P41240,age2,0.056200613,0.688592778
P41240,age3,0.134258403,0.372501626
P41240,age4,0.112164662,0.451647694
P41250,age1,0.000564425,0.9970176
P41250,age2,0.079180777,0.57201711
P41250,age3,-0.007215541,0.962209729
P41250,age4,0.144657724,0.330872606
P41252,age1,0.145944203,0.296136457
P41252,age2,0.104418642,0.455705125
P41252,age3,-0.106506321,0.479888603
P41252,age4,0.259366327,0.07849353
P42025,age1,-0.124496049,0.373362428
P42025,age2,0.026286083,0.85149897
P42025,age3,0.189762566,0.205877384
P42025,age4,0.132053654,0.375070484
P42126,age1,0.157152072,0.260276272
P42126,age2,0.13723593,0.326130541
P42126,age3,-0.013135985,0.930993893
P42126,age4,0.219588344,0.137808141
P42166,age1,0.111030479,0.427543641
P42166,age2,0.01572327,0.91093888
P42166,age3,-0.270675301,0.069096465
P42166,age4,0.229648474,0.120332043
P42167,age1,0.116271569,0.405942946
P42167,age2,-0.036687631,0.793760597
P42167,age3,-0.126117792,0.402388122
P42167,age4,0.191489362,0.1966484
P42224,age1,0.399854862,0.003224169
P42224,age2,0.573778423,1.04E-05
P42224,age3,0.53462843,0.000163419
P42224,age4,0.467044403,0.001058795
P42226,age1,-0.140541848,0.31452413
P42226,age2,0.320754717,0.019593987
P42226,age3,0.28448967,0.055679879
P42226,age4,-0.082099907,0.582170792
P42229,age1,-0.038300274,0.784898823
P42229,age2,0.142718916,0.307027749
P42229,age3,-0.013752698,0.927747378
P42229,age4,-0.001618871,0.991657389
P42285,age1,0.138284148,0.322421356
P42285,age2,-0.153039832,0.273076
P42285,age3,-0.233672525,0.117950871
P42285,age4,-0.008441258,0.955219245
P42330,age1,0.190453153,0.171504212
P42330,age2,0.274633124,0.04690139
P42330,age3,0.016836263,0.911533425
P42330,age4,0.311517114,0.033492865
P42336,age1,0.104015481,0.45745466
P42336,age2,0.244879858,0.077327695
P42336,age3,0.092938637,0.537815958
P42336,age4,0.119680851,0.421745113
P42345,age1,0.219238832,0.114630784
P42345,age2,-0.061038542,0.663318837
P42345,age3,-0.04582177,0.761745843
P42345,age4,-0.040471785,0.786560972
P42356,age1,-0.037574585,0.78888332
P42356,age2,-0.054104177,0.699653347
P42356,age3,0.110699969,0.462679968
P42356,age4,-0.164431082,0.268462481
P42357,age1,0.675536204,9.08E-08
P42357,age2,0.617239155,1.54E-06
P42357,age3,0.518470552,0.000273024
P42357,age4,0.431544866,0.002673461
P42566,age1,0.144170295,0.302094981
P42566,age2,-0.111111111,0.427206445
P42566,age3,-0.344064138,0.019686792
P42566,age4,0.031105458,0.835230946
P42574,age1,0.089904854,0.520954742
P42574,age2,-0.082406064,0.556418081
P42574,age3,0.051742214,0.73201046
P42574,age4,0.075277521,0.614007773
P42694,age1,0.152797936,0.273841806
P42694,age2,-0.026366715,0.851047959
P42694,age3,0.048535307,0.748071603
P42694,age4,0.104879741,0.481712035
P42704,age1,0.169166264,0.225232118
P42704,age2,0.069101758,0.622027833
P42704,age3,-0.09737897,0.518488432
P42704,age4,0.07146161,0.63213463
P42765,age1,0.59272698,4.65E-06
P42765,age2,0.237784228,0.086518967
P42765,age3,0.21097749,0.158904225
P42765,age4,0.447386679,0.001788471
P42766,age1,0.262377036,0.057961673
P42766,age2,0.086679568,0.536067239
P42766,age3,0.302991058,0.041101113
P42766,age4,0.384366327,0.008008155
P42773,age1,-0.283825189,0.039797772
P42773,age2,0.047734236,0.733636151
P42773,age3,-0.019796485,0.896001648
P42773,age4,0.01827012,0.902902715
P42785,age1,0.315352363,0.021843188
P42785,age2,0.175858732,0.20720775
P42785,age3,0.224915202,0.132673954
P42785,age4,-0.192414431,0.194463434
P42858,age1,0.073778423,0.59859118
P42858,age2,0.189888728,0.172795346
P42858,age3,-0.071230342,0.637071039
P42858,age4,-0.090194265,0.545405302
P42892,age1,0.100790195,0.471582881
P42892,age2,-0.186502177,0.180691613
P42892,age3,-0.032500771,0.829855077
P42892,age4,0.229070305,0.121288236
P42898,age1,0.16005483,0.251489477
P42898,age2,0.130059668,0.352248367
P42898,age3,0.037557817,0.803822339
P42898,age4,-0.02393617,0.872915315
P43007,age1,0.410014514,0.002478778
P43007,age2,0.133607483,0.339178437
P43007,age3,0.180141844,0.230136386
P43007,age4,0.321114709,0.028207482
P43034,age1,-0.051120787,0.715500928
P43034,age2,-0.066118368,0.63717906
P43034,age3,0.1675609,0.264749044
P43034,age4,0.191951896,0.195553737
P43121,age1,0.351878729,0.010116313
P43121,age2,0.329140461,0.016494734
P43121,age3,0.160283688,0.286288935
P43121,age4,0.356036078,0.014478179
P43155,age1,0.320270924,0.019787012
P43155,age2,0.358813095,0.008657932
P43155,age3,0.264631514,0.075726102
P43155,age4,0.275208141,0.061462715
P43235,age1,0.328253507,0.016801298
P43235,age2,0.376632801,0.00571915
P43235,age3,0.102065988,0.498473747
P43235,age4,-0.004047179,0.97868209
P43243,age1,-0.329301726,0.016439514
P43243,age2,-0.082325431,0.556805571
P43243,age3,-0.181128585,0.227560959
P43243,age4,-0.136100833,0.360506396
P43246,age1,0.052894694,0.706063086
P43246,age2,0.184808902,0.184736553
P43246,age3,-0.100092507,0.50685188
P43246,age4,0.084759482,0.569966866
P43251,age1,0.092323819,0.509762912
P43251,age2,0.315594259,0.021737979
P43251,age3,0.076040703,0.614434371
P43251,age4,0.014338575,0.92379255
P43304,age1,0.244234801,0.078129724
P43304,age2,0.164892759,0.237298766
P43304,age3,0.331853222,0.024730282
P43304,age4,0.484042553,0.000657008
P43307,age1,-0.198677633,0.153484172
P43307,age2,-0.0890179,0.525089188
P43307,age3,-0.047671909,0.752414352
P43307,age4,-0.086031452,0.564172573
P43378,age1,0.210691824,0.129744547
P43378,age2,-0.035236252,0.801758554
P43378,age3,-0.057045945,0.705700087
P43378,age4,-0.123843663,0.40568326
P43405,age1,-0.239800032,0.08382428
P43405,age2,-0.235687792,0.089393484
P43405,age3,-0.063089732,0.676132683
P43405,age4,-0.002312673,0.987949795
P43487,age1,0.225770037,0.104023799
P43487,age2,-0.024512175,0.861432997
P43487,age3,0.267468393,0.072553929
P43487,age4,0.028214616,0.850386863
P43490,age1,0.424125141,0.001698645
P43490,age2,0.363570392,0.007766757
P43490,age3,0.360468702,0.014306408
P43490,age4,0.286424607,0.051311892
P43686,age1,-0.193920335,0.163727504
P43686,age2,-0.253023706,0.067755312
P43686,age3,-0.102189331,0.497952507
P43686,age4,-0.091234968,0.540761145
P43897,age1,-0.085792614,0.54026068
P43897,age2,0.017094017,0.903190581
P43897,age3,0.060252852,0.689953977
P43897,age4,-0.010985199,0.941651495
P45381,age1,0.208353491,0.13413182
P45381,age2,-0.002822125,0.98417132
P45381,age3,0.004872032,0.974584225
P45381,age4,0.450740056,0.001638793
P45877,age1,0.567085954,1.38E-05
P45877,age2,0.265682954,0.054788254
P45877,age3,0.148689485,0.322925929
P45877,age4,0.335106383,0.021767534
P45880,age1,0.090227383,0.519455382
P45880,age2,0.00298339,0.983253843
P45880,age3,-0.02818378,0.852224256
P45880,age4,0.185592044,0.210990171
P45954,age1,0.595629737,4.09E-06
P45954,age2,0.513062409,0.000107211
P45954,age3,0.584088807,2.90E-05
P45954,age4,0.489708603,0.000557515
P45973,age1,-0.146750524,0.293453636
P45973,age2,0.111675536,0.424850314
P45973,age3,-0.182978723,0.222786113
P45973,age4,-0.130087882,0.382270517
P45974,age1,0.036123206,0.796868443
P45974,age2,0.168763103,0.226351823
P45974,age3,0.051372186,0.73385799
P45974,age4,-0.011679001,0.937953901
P45984,age1,0.094097726,0.501634503
P45984,age2,-0.066279632,0.636356197
P45984,age3,0.116743756,0.438480643
P45984,age4,0.086378353,0.562597125
P45985,age1,0.183196259,0.188649393
P45985,age2,0.019190453,0.891357907
P45985,age3,0.157570151,0.294607821
P45985,age4,0.013644773,0.927484724
P46019,age1,-0.111353008,0.426195764
P46019,age2,0.309708112,0.024423747
P46019,age3,0.19284613,0.198499715
P46019,age4,0.068455134,0.646570517
P46060,age1,0.209643606,0.131697595
P46060,age2,0.26140945,0.058918201
P46060,age3,0.175701511,0.241975338
P46060,age4,0.143501388,0.334784789
P46063,age1,0.189001774,0.174838602
P46063,age2,0.097323012,0.487029324
P46063,age3,0.137095282,0.362410124
